,symbol,date,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
2,VECO,2020-06-30,13.49,48109000.0,648990410.0,188203000.0,317314000.0,778101410.0
1,VECO,2020-09-30,11.67,48341000.0,564139470.0,147588000.0,320818000.0,737369470.0
0,VECO,2020-12-31,17.360001,48341000.0,839199808.3410001,129625000.0,321115000.0,1030689808.3410001
12,VERI,2017-12-31,23.22,15344714.0,356304259.08,29545000.0,0.0,326759259.08
11,VERI,2018-03-31,14.06,16069549.0,225937858.94,21026000.0,0.0,204911858.94
10,VERI,2018-06-30,16.82,16314236.0,274405449.52,52692000.0,0.0,221713449.51999998
9,VERI,2018-09-30,9.55,18611829.0,177742966.95000002,46127000.0,0.0,131615966.95000002
8,VERI,2018-12-31,3.8,19249773.0,73149137.39999999,37539000.0,0.0,35610137.39999999
7,VERI,2019-03-31,5.61,19511220.0,109457944.2,39844000.0,0.0,69613944.2
6,VERI,2019-06-30,8.36,20759396.0,173548550.56,40275000.0,0.0,133273550.56
5,VERI,2019-09-30,3.57,22345122.0,79772085.53999999,49188000.0,0.0,30584085.53999999
4,VERI,2019-12-31,2.49,24514128.0,61040178.720000006,44065000.0,0.0,16975178.720000006
3,VERI,2020-03-31,2.33,26773163.0,62381469.79,49165000.0,0.0,13216469.79
2,VERI,2020-06-30,14.86,27117432.0,402965039.52,50081000.0,0.0,352884039.52
1,VERI,2020-09-30,9.16,27593315.0,252754765.4,54315000.0,0.0,198439765.4
0,VERI,2020-12-31,28.450001,27593315.0,785029839.343315,114817000.0,0.0,670212839.343315
2,VERX,2020-06-30,23.93,143231049.0,3427519002.57,47295000.0,174010000.0,3554234002.57
1,VERX,2020-09-30,23.0,138541000.0,3186443000.0,270271000.0,1508000.0,2917680000.0
0,VERX,2020-12-31,34.849998,146299000.0,5098519857.401999,303051000.0,1107000.0,4796575857.401999
12,VIAV,2017-12-30,8.74,227400000.0,1987476000.0,753000000.0,390000000.0,1624476000.0
11,VIAV,2018-03-31,9.59,226300000.0,2170217000.0,534300000.0,786000000.0,2421917000.0
10,VIAV,2018-06-30,10.24,226500000.0,2319360000.0,611400000.0,833200000.0,2541160000.0
9,VIAV,2018-09-29,11.34,227200000.0,2576448000.0,601000000.0,590000000.0,2565448000.0
8,VIAV,2018-12-29,9.98,228300000.0,2278434000.0,465600000.0,594700000.0,2407534000.0
7,VIAV,2019-03-30,12.38,228300000.0,2826354000.0,502700000.0,599400000.0,2923054000.0
6,VIAV,2019-06-29,13.29,241100000.0,3204219000.0,521500000.0,604300000.0,3287019000.0
5,VIAV,2019-09-28,14.09,236400000.0,3330876000.0,525300000.0,600600000.0,3406176000.0
4,VIAV,2019-12-28,15.12,238300000.0,3603096000.0,551800000.0,606100000.0,3657396000.0
3,VIAV,2020-03-28,11.06,230000000.0,2543800000.0,532500000.0,611500000.0,2622800000.0
2,VIAV,2020-06-27,12.5,228200000.0,2852500000.0,539000000.0,619100000.0,2932600000.0
1,VIAV,2020-10-03,11.81,228200000.0,2695042000.0,590000000.0,606000000.0,2711042000.0
0,VIAV,2021-01-02,14.74,228200000.0,3363668000.0,644000000.0,612000000.0,3331668000.0
12,VOXX,2017-11-30,6.75,24238493.0,163609827.75,37514000.0,16258000.0,142353827.75
11,VOXX,2018-02-28,5.4,24316103.0,131306956.2,51740000.0,16206000.0,95772956.2
10,VOXX,2018-05-31,5.6,24316103.0,136170176.79999998,49827000.0,16163000.0,102506176.79999998
9,VOXX,2018-08-31,5.4,24355791.0,131521271.4,44191000.0,16127000.0,103457271.4
8,VOXX,2018-11-30,5.02,24355791.0,122266070.82,48718000.0,16171000.0,89719070.82
7,VOXX,2019-02-28,5.0,24355791.0,121778955.0,58236000.0,15797000.0,79339955.0
6,VOXX,2019-05-31,3.57,24355791.0,86950173.86999999,60004000.0,14413000.0,41359173.86999999
5,VOXX,2019-08-31,4.4,24481477.0,107718498.80000001,39294000.0,12623000.0,81047498.80000001
4,VOXX,2019-11-30,4.64,24418313.0,113300972.32,32156000.0,7184000.0,88328972.32
3,VOXX,2020-02-29,3.71,24141506.0,89564987.26,37425000.0,7206000.0,59345987.260000005
2,VOXX,2020-05-31,4.87,24224478.0,117973207.86,69039000.0,27296000.0,76230207.86
1,VOXX,2020-08-31,6.28,24224478.0,152129721.84,45889000.0,27278000.0,133518721.84
0,VOXX,2020-11-30,12.87,24224478.0,311769031.85999995,21337000.0,1000000.0,291432031.85999995
12,VRNS,2017-12-31,16.333332,27987216.0,457124490.68371195,56689000.0,0.0,400435490.68371195
11,VRNS,2018-03-31,20.033333,28362479.0,568194986.512507,70778000.0,0.0,497416986.51250696
10,VRNS,2018-06-30,24.833332,28920314.0,718187759.1062479,73636000.0,0.0,644551759.1062479
9,VRNS,2018-09-30,23.816668,29281701.0,697392551.192268,67868000.0,0.0,629524551.192268
8,VRNS,2018-12-31,17.633333,29498904.0,520163997.367032,48707000.0,0.0,471456997.367032
7,VRNS,2019-03-31,20.360001,29827927.0,607296623.547927,64461000.0,0.0,542835623.547927
6,VRNS,2019-06-30,20.76,30284421.0,628704579.96,69159000.0,0.0,559545579.96
5,VRNS,2019-09-30,19.926666,30380154.0,605375181.786564,52984000.0,0.0,552391181.786564
4,VRNS,2019-12-31,25.903334,30524694.0,790691343.929796,68929000.0,0.0,721762343.929796
3,VRNS,2020-03-31,21.223333,30893000.0,655652426.369,77533000.0,0.0,578119426.369
2,VRNS,2020-06-30,29.493334,31494291.0,928871643.5561941,239979000.0,215144000.0,904036643.5561941
1,VRNS,2020-09-30,38.473331,31614242.0,1216305196.780102,231458000.0,216791000.0,1201638196.780102
0,VRNS,2020-12-31,54.536667,31614242.0,1724135388.4114141,234092000.0,0.0,1490043388.4114141
12,VRNT,2017-10-31,21.497707,63759000.0,1370672300.613,312666000.0,766006000.0,1824012300.613
11,VRNT,2018-01-31,21.268467,63811000.0,1357162147.737,337942000.0,772984000.0,1792204147.737
10,VRNT,2018-04-30,21.446766,63928000.0,1371048856.848,382237000.0,770717000.0,1759528856.848
9,VRNT,2018-07-31,22.873154,64694000.0,1479755824.876,375077000.0,772942000.0,1877620824.876
8,VRNT,2018-10-31,23.265409,65122000.0,1515089964.898,353422000.0,775342000.0,1937009964.898
7,VRNT,2019-01-31,24.640856,65305000.0,1609171101.08,369975000.0,782128000.0,2021324101.08
6,VRNT,2019-04-30,30.764137,65438000.0,2013143597.006,412024000.0,780260000.0,2381379597.006
5,VRNT,2019-07-31,29.480387,66272000.0,1953724207.264,388546000.0,782589000.0,2347767207.264
4,VRNT,2019-10-31,23.12277,66799000.0,1544577913.23,412838000.0,785170000.0,1916909913.23
3,VRNT,2020-01-31,29.546612,64376000.0,1902092694.112,379146000.0,837048000.0,2359994694.112
2,VRNT,2020-04-30,21.772797,64376000.0,1401645579.672,556671000.0,990390000.0,1835364579.672
1,VRNT,2020-07-31,22.868059,64954000.0,1485371904.286,731101000.0,984104000.0,1738374904.286
0,VRNT,2020-10-31,24.71727,65571000.0,1620736111.1699998,526815000.0,786741000.0,1880662111.1699998
12,VSAT,2017-12-31,74.58,58879792.0,4391254887.36,161821000.0,1021737000.0,5251170887.36
11,VSAT,2018-03-31,64.89,58905274.0,3822363229.86,71446000.0,1023705000.0,4774622229.860001
10,VSAT,2018-06-30,65.72,59208000.0,3891149760.0,54789000.0,1118201000.0,4954561760.0
9,VSAT,2018-09-30,62.78,59650229.0,3744841376.62,44458000.0,1199300000.0,4899683376.62
8,VSAT,2018-12-31,58.95,60480263.0,3565311503.8500004,43365000.0,1158590000.0,4680536503.85
7,VSAT,2019-03-31,78.09,60550093.0,4728356762.37,261701000.0,1412840000.0,5879495762.37
6,VSAT,2019-06-30,81.42,61276933.0,4989167884.86,129883000.0,1402608000.0,6261892884.86
5,VSAT,2019-09-30,75.32,61352560.0,4621074819.2,87045000.0,1473927000.0,6007956819.2
4,VSAT,2019-12-31,73.19,62123258.0,4546801253.0199995,47778000.0,1572792000.0,6071815253.0199995
3,VSAT,2020-03-31,35.92,63090000.0,2266192800.0,304309000.0,1851451000.0,3813334800.0
2,VSAT,2020-06-30,38.37,62511000.0,2398547070.0,232418000.0,1845008000.0,4011137070.0
1,VSAT,2020-09-30,34.389999,67532869.0,2322455297.377131,350433000.0,1846978000.0,3819000297.377131
0,VSAT,2020-12-31,32.650002,67532869.0,2204948307.915738,317344000.0,67470000.0,1955074307.915738
12,VUZI,2017-12-31,6.3,26296188.0,165665984.4,14889636.0,0.0,150776348.4
11,VUZI,2018-03-31,5.5,26296188.0,144629034.0,36067880.0,0.0,108561154.0
10,VUZI,2018-06-30,7.45,27326649.0,203583535.05,29150826.0,0.0,174432709.05
9,VUZI,2018-09-30,6.39,27504626.0,175754560.14,23471941.0,0.0,152282619.14
8,VUZI,2018-12-31,4.81,25290269.0,121646193.88999999,17263643.0,0.0,104382550.88999999
7,VUZI,2019-03-31,2.95,25439044.0,75045179.80000001,10085837.0,0.0,64959342.80000001
6,VUZI,2019-06-30,3.52,27602014.0,97159089.28,3359730.0,0.0,93799359.28
5,VUZI,2019-09-30,2.28,32968952.0,75169210.55999999,15640606.0,0.0,59528604.55999999
4,VUZI,2019-12-31,2.01,30916081.0,62141322.809999995,10606091.0,0.0,51535231.809999995
3,VUZI,2020-03-31,1.23,29786800.0,36637764.0,6142658.0,0.0,30495106.0
2,VUZI,2020-06-30,2.39,36341616.0,86856462.24000001,13229182.0,1555900.0,75183180.24000001
1,VUZI,2020-09-30,4.56,39837321.0,181658183.76,24938858.0,1555900.0,158275225.76
0,VUZI,2020-12-31,9.08,39837321.0,361722874.68,36069508.0,0.0,325653366.68
